Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Phase (deg)
20,-57.64815190881203,-14.99391233122621
44.9,-69.51938979619541,-4.843293984588303
69.8,-59.44517132974064,133.681296959716
94.7,-52.38723383730132,112.6407009251051
119.6,-50.92373146606084,90.9752351225146
144.5,-54.99236229852323,79.23785202410939
169.4,-64.07241115189122,-130.7967228746659
194.3,-44.33027923289652,-143.3839971715576
219.2,-35.62477087589601,-161.0604170630822
244.1,-30.36581247245385,-179.4531219692407
269,-25.87794917010218,161.6802730318929
293.9,-22.60478342600107,144.7071712920304
318.8,-19.38398625172627,124.1674061059409
343.7,-17.02409610162876,107.5481780807525
368.6,-14.42316271577783,87.85646428724186
393.5,-12.80225613995277,71.64753191642342
418.4,-10.94512941492862,51.39154682821061
443.3,-9.363616826323865,34.52352596555491
468.2,-8.158674892456203,16.3674292533801
493.1,-6.99930044912087,-1.801445404169762
518,-5.868108833111889,-20.48600006061554
542.9,-4.921566650827556,-39.68290206851646
567.8,-3.985495367571051,-57.77601856677089
592.7,-3.328736320470738,-77.21270556796051
617.6,-2.933910927669876,-95.40202040997269
642.5,-2.485868810759617,-112.5610107202129
667.4,-1.894623802347395,-131.9396928000203
692.3,-0.945813430168906,-149.5964782909352
717.2,-0.5762717658812342,-167.8188952199759
742.1,-1.063889245713743,175.8913043494444
767,-0.5348554133594194,157.3686853528051
791.9,-0.9112192005312374,137.2327902462684
816.8,-0.9663255335434805,118.8492795888821
841.7,-0.8375763383950816,101.3904827928426
866.6,-0.4308561560396204,82.80300462909941
891.5,-0.5339143581947583,65.28094003519665
916.4,-1.162001280313451,47.38918434439819
941.3,-1.13200845180575,26.72041897855034
966.2,-0.525065605272427,8.901180517938023
991.1,-0.1550310762265792,-8.093293207902548
1016,-1.06274229906872,-31.85357015730244
1040.9,-0.6032789959463367,-47.20599357062292
1065.8,-0.3464180502547856,-63.13689580861664
1090.7,-0.7200021725878354,-80.50604517992829
1115.6,-0.8902952676179152,-96.7227121277754
1140.5,-0.4319057478246255,-118.6346760450004
1165.4,-0.5728769812617208,-137.123979822768
1190.3,-1.180795239926596,-157.2429781775757
1215.2,-1.251561363228312,-171.4609935976237
1240.1,-1.881911756662419,165.6933242023645
1265,-0.9294818560416775,148.5700071080274
1289.9,-0.8890408701735202,131.842394480609
1314.8,-0.5498418737252012,113.7166611841311
1339.7,-0.8710403042782382,93.7626845656996
1364.6,-0.5832330555098943,75.01462230459732
1389.5,-0.6103452684220008,59.37724928363597
1414.4,-0.5941011019754963,40.89832028199435
1439.3,-0.3745746023492487,23.9819143851598
1464.2,-0.5708957808547687,4.018897524022421
1489.1,-0.5821565330692654,-15.1263889073046
1514,-1.339547159726958,-36.28423172302816
1538.9,-0.6010676749779523,-52.81119520644464
1563.8,-1.017485927062015,-68.17705777023647
1588.7,-0.5619147825081199,-89.74031776766685
1613.6,-0.8358002859006741,-112.6664463417458
1638.5,-1.570843997942561,-126.3009859020386
1663.4,-0.2276885275317149,-144.3802296035563
1688.3,-0.5119245357284111,-165.7655158174715
1713.2,0.01427087217569802,179.158903301045
1738.1,-1.374533251606094,161.9765922441297
1763,-1.353990066554053,141.3206450106215
1787.9,-0.6253886098101922,125.5826127004254
1812.8,-1.521307878905737,109.2497108231542
1837.7,-0.8279802632274416,89.40681671206744
1862.6,-0.7444926595062572,69.37111533293347
1887.5,-1.283613492183248,52.82798156635945
1912.4,-0.8130865221343577,37.32349714582858
1937.3,-0.8977834170974018,17.21298835303563
1962.2,-1.217201931631966,-0.4188830135590784
1987.1,-0.9290606982397376,-20.3772498345084
2012,-0.3946809823862238,-41.29023172331131
2036.9,-1.345136386386449,-57.42229163943823
2061.8,-0.9900889839343527,-76.92640778059652
2086.7,-0.7586633773550265,-94.99076121582951
2111.6,-1.674655228830157,-114.5474727255733
2136.5,-1.782126760369166,-126.7446310397082
2161.4,-2.089696192968347,-145.4616462683002
2186.3,-1.007443807231889,-165.9636379249278
2211.2,-1.506845023973601,172.7250357643941
2236.1,-1.805613326120197,154.5868084379516
2261,-1.333680055650858,136.9082083108936
2285.9,-0.6741727378144503,115.8075371741975
2310.8,-1.475550506460687,103.5949960426971
2335.7,-1.567550493943807,83.57748915504547
2360.6,-1.016598715029476,61.0052518966804
2385.5,-1.543995079035542,48.62896352509431
2410.4,-1.481344987070169,30.413009171722
2435.3,-1.026189839917887,6.855942574404224
2460.2,-1.909061152335789,-10.78485884239306
2485.1,-2.928412381319779,-23.39496273025647
2510,-0.6488517121542191,-47.46647220415893
2534.9,-0.6292911306133557,-67.89728689239661
2559.8,-1.8579793065308,-80.47244245188858
2584.7,-1.507247175594698,-100.7093738991604
2609.6,-1.19295088029431,-120.7209167764697
2634.5,-1.932303825888702,-137.1243426625318
2659.4,-1.3519776248949,-158.1820213765489
2684.3,-1.784727189637006,-177.9087454521313
2709.2,-1.528996792056556,168.5530988449704
2734.1,-2.169748197158563,147.2887089991239
2759,-1.080329307499647,128.1271599166758
2783.9,-1.77830403807603,110.3037223582752
2808.8,-2.06203864535083,93.31020305482097
2833.7,-1.022865506511765,74.86064981179553
2858.6,-2.24694579938487,57.01033216345252
2883.5,-1.252643110671102,38.82380614951087
2908.4,-1.557157014078595,17.25920702892743
2933.3,-2.328075488129796,2.403224964209404
2958.2,-1.599931399798463,-19.00978562112881
2983.1,-1.602221878002899,-31.67447208123244
