Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Phase (deg)
100,-60.21027198550483,93.17915418978694
104.9,-60.14432886465237,88.4668517764421
109.8,-62.22226524608909,99.07153702077244
114.7,-61.3394097746772,68.94010111774148
119.6,-59.21946512663629,78.52891148664918
124.5,-58.93700955047664,89.69490588048384
129.4,-58.40232857594249,84.30690810842361
134.3,-58.58776615962459,72.75311570329893
139.2,-59.21281116906019,96.79143008356863
144.1,-60.10944827717417,96.31300729951374
149,-57.86394163020292,85.45402000280188
153.9,-56.74529800262264,94.11807588340569
158.8,-56.59865588609773,85.16812442375542
163.7,-59.60045330687073,94.52463038081669
168.6,-55.03758202129796,89.40018830401851
173.5,-58.06704697897267,83.12192171289487
178.4,-53.94107121060523,81.19874720494272
183.3,-54.85237717072933,91.56209030786187
188.2,-56.0965319897501,74.08201612204573
193.1,-53.40889141509538,82.13739618723991
198,-55.58029086775672,88.32928041925398
202.9,-56.74057199919915,85.79125663704619
207.8,-54.01992712419116,76.85294208814122
212.7,-56.97345828484639,80.44337157745314
217.6,-54.34979689449496,80.52124463181994
222.5,-52.64545251459911,76.89192358219879
227.4,-54.04366434602657,81.73306203622094
232.3,-55.49290960961799,68.20366245575384
237.2,-55.54205165148851,84.41244427173197
242.1,-55.34052042143686,77.92083155692765
247,-55.0983057289053,74.78686223449694
251.9,-51.2303209258918,81.308100958056
256.8,-51.23488990489177,74.89104090417189
261.7,-54.56131693411865,72.06080793570504
266.6,-51.03965035460127,80.52867448044066
271.5,-54.07718019588286,73.95845752627163
276.4,-52.57917859532306,79.79097143152777
281.3,-55.37421584500127,77.27977428627035
286.2,-53.63166509738208,79.04083407638427
291.1,-53.4724352475619,78.7092521883321
296,-50.44075340271618,75.69272923103725
300.9,-50.88346535076,71.23796049982769
305.8,-51.42430886801346,80.27137837177023
310.7,-49.16406355325041,72.36891455619502
315.6,-51.16175197912448,74.01033604843647
320.5,-49.17161378164799,73.38927800761361
325.4,-51.50135906946313,79.47679781806067
330.3,-49.60253457407237,67.57837562477243
335.2,-47.39560585463865,75.53286619810652
340.1,-48.09413996512299,71.954846326081
345,-48.05265926264159,71.42023311035467
349.9,-51.03674328344675,74.33717332794025
354.8,-50.11470867725549,71.83249318809101
359.7,-49.55851786387533,79.2960131328482
364.6,-48.60033182220675,71.11644698367817
369.5,-50.4290370546756,74.30661170421217
374.4,-46.72600805113815,67.05576708261617
379.3,-50.51246999615283,70.90759540911083
384.2,-48.27918777263903,75.09418170581147
389.1,-49.99305682082434,63.51480723469639
394,-48.07789090803759,69.76350573074866
398.9,-50.93000017164354,67.87610722594363
403.8,-47.43294295859781,65.91972224425081
408.7,-48.1726929164186,70.48758531581181
413.6,-48.15547404080887,66.31398951060561
