Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Phase (deg)
20,-36.17878756264361,159.5163725255987
44.9,-37.33559207375167,132.75506265697
69.8,-39.19838473294828,103.7116256822529
94.7,-41.70626941985869,63.87863588223006
119.6,-44.53225098010597,10.18520039421037
144.5,-43.6786213286106,-57.70069568142907
169.4,-39.90104161842807,-104.1746540586282
194.3,-37.85800000531586,-137.1086988419162
219.2,-35.23424837889402,-162.7036625037169
244.1,-34.83485107032091,173.711293605728
269,-34.47392786155586,147.1574747695152
293.9,-35.81846348940801,122.4509809809202
318.8,-37.65743659308927,94.47876027275613
343.7,-41.68815455894183,57.50096662771206
368.6,-45.93187454371319,-14.80931791576843
393.5,-40.82596429175575,-92.12087344339716
418.4,-36.17894498955388,-122.5634372704455
443.3,-33.1348288167583,-154.8004070694376
468.2,-31.31443206601314,179.6037787428398
493.1,-31.33127665157159,161.7609252030589
518,-31.646156876294,139.9645610542674
542.9,-34.61788804219361,110.9328110841494
567.8,-45.51258775082913,64.96391222693879
592.7,-35.84672381684599,-86.88465192248404
617.6,-26.75971290197149,-112.5451512834793
642.5,-21.90498231655616,-135.690498077316
667.4,-17.97764323992187,-157.00739613802
692.3,-14.62761640687411,-173.6831831923797
717.2,-12.74512856243673,164.8531768167787
742.1,-10.24788704250823,146.3302010791805
767,-8.814802573927834,130.4055236706777
791.9,-7.561079176293321,108.740605901399
816.8,-5.829578284041851,86.92612503963838
841.7,-4.542708544772837,69.29711204736897
866.6,-3.589268563513635,49.90389730595005
891.5,-3.074325834813403,33.08489008242269
916.4,-2.745922165796511,14.07626727354616
941.3,-1.633967545012996,-5.850613599748975
966.2,-1.545432867095573,-26.15973364329516
991.1,-1.095115656710848,-45.29494894543596
1016,-0.6157106074552064,-64.97156875733049
1040.9,-0.6326929808726832,-82.9222682621795
1065.8,-0.3539488775701018,-100.4207768359007
1090.7,-0.2774275333228624,-122.7554085977096
1115.6,-0.3537932754566068,-141.3928059417334
1140.5,-0.04120637156621227,-159.0457454200436
1165.4,-0.4647799195928092,-178.3358796712595
1190.3,-0.5257191071560531,162.3944361388213
1215.2,-0.6927915682352391,144.981393132473
1240.1,-0.8804519807983656,120.4749766160088
1265,-1.782269743503054,99.09416640555091
