Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Phase (deg)
20,-46.94877407006076,155.5921874966963
44.9,-46.70112545612851,128.6133431672268
69.8,-46.51774669653413,102.3051056797028
94.7,-46.26720546518891,75.6255911931332
119.6,-47.79780786374275,47.17546513258918
144.5,-53.67467856548863,15.16454659751651
169.4,-57.36003562489721,-107.6538430179826
194.3,-46.04216089174962,-175.1690627182372
219.2,-41.07003224149753,157.7690976861465
244.1,-37.89044690907176,133.5357967145312
269,-36.11998661048464,108.9767375941372
293.9,-35.94419647685208,86.11752234288122
318.8,-36.21414767281536,61.17211651168134
343.7,-39.31629889512864,34.55382668939035
368.6,-48.33899978848877,2.361375659017639
393.5,-42.31238987849228,-177.2994381901365
418.4,-33.14654592129991,156.6255193583946
443.3,-29.6868360709368,132.6566674727244
468.2,-27.31835184535305,109.3786356503015
493.1,-26.48825008612597,85.96385168421672
518,-26.83446809991176,65.15742742343359
542.9,-30.25051471699446,40.78286075000841
567.8,-46.96234951954158,-6.17506162034659
592.7,-28.28781689071066,175.1172819699522
617.6,-20.08390533159384,152.9570336313765
642.5,-15.29467799717788,133.2127601525229
667.4,-11.1908663009137,108.7250877789131
692.3,-8.230547856426657,86.96764192979754
717.2,-6.11279540603853,64.57553472021672
742.1,-4.278060472342619,37.71365870262851
767,-2.980394673963798,20.97590541269382
791.9,-1.43607180614352,-4.877262106603013
816.8,-0.4016474803174322,-29.49995934797957
841.7,0.5681152313908931,-48.15960705110429
866.6,0.3466776459266566,-74.75360039439515
891.5,0.8360174829205071,-95.74033385706852
916.4,1.063860034147142,-119.8066996100903
941.3,0.3419638664926676,-140.1845209353441
966.2,0.2326433693394294,-161.920900453888
991.1,-0.7555084646328082,173.1690903056222
1016,-1.553999703555986,147.2168110153722
1040.9,-3.699646391551147,127.1094489055677
1065.8,-4.239181576435519,103.3405710449117
1090.7,-6.788819065420364,84.41069435277879
1115.6,-9.535058402148787,57.99968246733859
1140.5,-13.26550391721044,35.40752736859395
1165.4,-16.65508297952936,10.52843916328124
1190.3,-21.99679251701298,-10.16796264347082
1215.2,-34.46091756877894,-36.38568006713871
1240.1,-35.2663278196847,123.5387666168001
1265,-28.15103926620137,104.2052181128166
1289.9,-26.07898450577043,78.18242091940809
1314.8,-26.15384592217698,54.55865717289174
1339.7,-28.31955115847297,33.61562760107819
1364.6,-31.44133191255967,3.675473458075061
1389.5,-38.6646641319571,-24.70238708215757
1414.4,-52.76458900902686,177.9160835428927
1439.3,-39.0521421752203,134.3743694477232
1464.2,-35.14516151225701,97.82740985767778
1489.1,-33.66015866383781,75.2016375270465
1514,-34.33164517573307,50.33688546433928
1538.9,-36.35639652023424,26.51376352709404
1563.8,-39.16289424428727,-1.726251781671227
1588.7,-45.59268078964298,-48.91997702205998
1613.6,-49.14616509377271,-158.5884704439213
1638.5,-43.46759613941813,119.3062030684378
1663.4,-39.06821709775989,97.53121114149626
1688.3,-38.71576345897709,68.69448733559624
1713.2,-39.04463326263522,45.70632498189988
1738.1,-39.86584511254226,15.8034010825949
1763,-42.59238064943928,-8.788459492404826
1787.9,-54.64909176456626,-49.02477883139815
1812.8,-50.36170115484953,170.5984247917806
1837.7,-47.68389449057351,144.9820145982331
1862.6,-44.4171749891637,106.8316437702751
1887.5,-42.13627215760401,73.28614708859307
1912.4,-42.5025683282528,48.98890482973465
1937.3,-43.14197094511167,13.89302069056073
1962.2,-47.8454451905654,-9.900988747605709
1987.1,-51.82435468522547,-73.36317559472738
2012,-54.70823988240884,160.3389929357662
2036.9,-48.75245783425384,144.433556772597
2061.8,-44.24245473157507,99.38316261588967
2086.7,-46.70692092122351,69.54935970576821
2111.6,-48.32657801602447,29.49015916408337
2136.5,-47.30019464049039,0.1389627268617524
2161.4,-48.88073722954764,-5.911888411340385
2186.3,-55.09839642419615,-48.03191135485401
2211.2,-63.62008781441411,-164.353784934652
2236.1,-53.23709776257368,142.3235982639
2261,-47.47594539663407,99.03417658200898
2285.9,-49.19497313194969,81.93970757745879
2310.8,-47.39327315329422,48.03758740851285
2335.7,-48.30962154043155,0.1534418599246408
2360.6,-58.92756565326727,16.25311186173399
2385.5,-58.38069047094913,-143.2633599806769
2410.4,-59.3418838212265,-134.5074312299922
2435.3,-56.98241931505402,151.7252988665006
2460.2,-49.75392804298803,97.68922724116005
2485.1,-48.93040270022284,83.55849416137077
2510,-46.41951438586346,58.56275355551519
2534.9,-50.7584569989812,11.9253273668036
2559.8,-55.98306291733374,34.13794050357765
2584.7,-52.79965559838174,-123.0319160242075
2609.6,-55.54799875372573,-134.1455613050377
2634.5,-50.3448510825216,168.581690173166
2659.4,-48.17477302741401,97.21083667985576
2684.3,-50.4782035902001,106.5374687951291
2709.2,-51.88227422980495,27.05915189275218
2734.1,-51.84303615920467,1.354361498921264
2759,-54.91610817908033,-25.34408752307922
2783.9,-49.14411364972423,-100.7374127332176
2808.8,-48.6828970734101,-128.2325057751997
2833.7,-48.34503669377636,150.5054671577944
2858.6,-48.11050909139328,149.945551439189
2883.5,-53.67763239527653,106.991412693682
2908.4,-51.24316215811759,63.07038620584984
2933.3,-49.23207563763819,36.61667951992592
2958.2,-63.50049916919711,-69.80287322827107
2983.1,-55.40845164469656,-124.462014618737
3008,-54.88990427146767,-159.0525618578341
3032.9,-62.68257767575331,-160.0631348849188
3057.8,-53.499774596809,105.818295768014
3082.7,-50.6667534445954,119.8975576385104
3107.6,-52.94336972791207,26.16243272673605
3132.5,-49.64193784045505,8.262937550990319
3157.4,-49.02551008272258,-48.90502323778689
3182.3,-61.61655402668109,-55.11225096658643
3207.2,-54.52013463373554,-158.7238027263729
3232.1,-52.96470867250359,-178.2575106340359
